Year,Title,Body
2022,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】バレー間散乱を引き起こす振動モードの信号を特定 単原子層バレートロニクスの実現に向けた新たな知見 横浜国立大学・東京工業大学のベ・ソンミン博士、横浜国立大学の片山郁文教授、武田淳教授、Hannes Raebiger准教授らの研究グループは、Rice大学の河野淳一郎教授、韓国科学技術院（KAIST）のYong-Hoon Kim教授、物質・材料研究機構の長尾忠昭MANA主任研究者（兼グループリーダー）らとの共同研究により、原子層物質の一つである単層のMoSe2（セレン化モリブデン）において超高速応答を計測し、ゾーン端の音響振動モードに由来する非線形信号を観測することで、バレー間散乱に寄与する音響振動モードを特定しました。従来、振動数だけでは弁別できなかった振動モードを、非線形信号や第一原理計算に基づいた対称性分析で初めて特定した結果であり、バレー自由度を用いる様々な量子情報デバイスの動作原理の解明に資する重要な成果です。 本研究成果は、国際科学雑誌「Nature Communications」（7月25日付：日本時間7月25日）に掲載されました。 Nature Communications 掲載記事 詳しくは、詳細資料をご覧ください。 問い合わせ担当先 工学研究院　教授　片山　郁文 メールアドレス：katayama-ikufumi-bm ynu.ac.jp (担当：学長室)
2022,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】世界初、光ランダムアクセス量子メモリの原理実証に成功 大規模集積量子メモリやダイヤモンド量子コンピュータの実現に道 横浜国立大学 大学院工学研究院／先端科学高等研究院の関口 雄平 助教、小坂 英男 教授らは、ダイヤモンド中の窒素空孔中心（ＮＶ中心）からなるスピン量子ビットを、独自の手法で高空間分解能かつ高忠実度に制御することに成功しました。 従来の手法では、量子ビットとなる電子スピンおよび核スピンは、マイクロ波およびラジオ波によって量子制御されます。しかし、この手法では高忠実度の制御はできますが、空間分解能が低いため、集積化されたＮＶ中心を個別に制御することはできませんでした。一方で、高い空間分解能を持つ光でスピン量子ビットを量子制御する手法も研究されてきましたが、低忠実度であることや、十分に高精度な制御ができないという問題がありました。 研究グループでは、光を量子ビットの選択的なアクティブ化、非アクティブ化のランダムアクセス制御に使用し、量子制御はマイクロ波およびラジオ波で行う新しい手法（光アドレス量子ゲート）を考案しました。これにより高空間分解能と高忠実度が両立できることを実験で実証しました。この成果は、ダイヤモンドを用いた大規模集積量子メモリおよび量子プロセッサのための中核技術として、量子コンピュータ、量子通信の飛躍的な性能向上に寄与し、量子インターネットの構築に道を拓きます。 本研究成果は２０２２年７月２８日（英国時間）に、Ｎａｔｕｒｅ Ｐｏｒｔｆｏｌｉｏが発行するＮａｔｕｒｅ Ｐｈｏｔｏｎｉｃｓのオンライン版で公開されました。 Ｎａｔｕｒｅ Ｐｈｏｔｏｎｉｃｓ 掲載記事 問い合わせ担当先 大学院工学研究院　／先端科学高等研究院　教授　小坂 英男 メールアドレス：kosaka-hideo-yp ynu.ac.jp (担当：学長室)
2022,社会科学系大学院学務係（英語プログラム）事務補佐員募集【8/23必着】 - 横浜国立大学,"職名 事務補佐員 所属 社会科学系大学院学務係（英語プログラム） 人数 1名 任期 2022年10月1日～2023年3月31日 年度ごとに契約更新の可能性有り （最長でも2025年9月30日を限度とする。） ※雇用契約の更新の有無については、期間終了30日前までに通知する。 試用期間あり（3カ月とする） 職務内容 国際社会科学府における英語プログラムに関する業務補助。 具体的には次のとおり。 ◯入試に関する業務補助（問い合わせへの対応を含む。） ◯広報に関する業務補助（Webサイト等による。） ◯教務および奨学金・宿舎申請等厚生関係業務補助 ◯Visa申請ほか出入国管理関係業務補助 ◯関係団体との調整および関係諸会議業務補助 〇学外教育活動の引率補助 勤務時間 月・火・金曜日 9時00分～ 16時00分 週18時間（勤務曜日は相談に応じます） 時間外勤務あり 休憩時間 12時45分～13時45分（60分） 給与 時給 1,051～1,126円（高卒後4年未満1,051円、4年以上1,126円） 履歴(経験年数)による 待遇 昇給：無　　賞与：無　　退職手当：無　　交通費：有 雇用保険:無　　社会保険：無　　労災保険：適用 選考方法 書類選考、面接（書類選考通過者のみ、日時は追って連絡） 応募資格 ①パソコン操作に習熟していること（Ｅメール、ワード、エクセルは必須） ②英語能力がある方（英文によるＥメール、レター、文書作成、和英・英和翻訳、電話、スカイプ、及び窓口での英語によるコミュニケーション能力のある方） ③国際交流に意欲のある方。海外留学経験や留学生関連業務経験があればなお望ましい 提出書類 ①履歴書（市販の用紙に写真を貼付） ②職務経歴書（職歴のある方のみ（様式任意）） ③英語能力、パソコン能力その他業務を円滑にする能力を証明する書類があればその写し 応募締切 2022年8月23日 （必着）※随時選考を行うため、採用候補者が決定次第締め切ります 受付終了 送付先 〒240-8501　横浜市保土ケ谷区常盤台79-4 横浜国立大学社会科学系総務企画係　宛 応募方法 封筒・履歴書に「大学院学務係（英語プログラム）事務補佐員」と必ず明記のうえ、送付のこと。 雇用者（募集者） 国立大学法人横浜国立大学長 問合せ先 社会科学系総務企画係 TEL：045-339-3605 ・提出書類については、選考に係る審査にのみ利用し、本学の規則に基づき適切に管理します。 ・提出書類は返却いたしません。 ・受動喫煙対策あり：敷地内禁煙（常盤台キャンパスは屋外に特定屋外喫煙場所設置） その他の採用情報は、以下のページに掲載しています。"
2022,テレビ・ラジオへの出演 - 大学案内 - 横浜国立大学,テレビ・ラジオへの出演一覧 教育人間科学部卒業生（陸上競技部OB)高田 裕士さんがテレビに出演します。 放送日時、放送メディアは以下のとおりです。 放送日時 2022年7月30日（土）21:30～ 放送局名 NHK Eテレ 番組名 超多様性トークショー!なれそめ 出演者名 教育人間科学部卒業生　陸上競技部OB　高田 裕士氏 放送内容 高田裕士氏（教育人間科学部卒業生 陸上競技部OB）と奥様 高田千明氏が番組出演します。 (担当：総務企画部学長室広報・渉外係)
2022,テレビ・ラジオへの出演 - 大学案内 - 横浜国立大学,テレビ・ラジオへの出演一覧 工学研究院 髙木洋平准教授・平川嘉昭准教授 理工学部機械･材料･海洋系学科海洋空間のシステムデザインEPの学生がテレビに出演します。 放送日時、放送メディアは以下のとおりです。 放送日時 2022年7月31日（日）14：00～15：00 放送局名 日本テレビ 番組名 できる？できない？ 出演者名 工学研究院 髙木洋平准教授・平川嘉昭准教授 理工学部機械･材料･海洋系学科海洋空間のシステムデザインEPの学生 放送内容 誰も見たことがない・誰もやったことがなさそうな、ちょっと気になることをクイズで出題し、スタジオで、「できる？」「できない？」を予想する番組です。 予想する問題のうちの一つである「強力扇風機を乗せた帆船は強力扇風機の風で進むことはできるのか？」の検証のため、本学の大型水槽を使った実験実施に協力しました。 (担当：総務企画部学長室広報・渉外係)
2022,令和４年７月１４日からの大雨による災害により被災された学生の皆さんへ - 横浜国立大学,令和４年７月１４日からの大雨による災害により被災された学生の皆さんへ このたびの大雨災害により被害にあわれた方々には心よりお見舞い申し上げます。 今後の修学が経済的理由により困難になった方は、下記にご相談ください。 日本学生支援機構（以下、JASSO）の緊急・応急採用の貸与型奨学金や、家計急変採用の給付型奨学金、JASSO 災害支援金、大学独自の授業料免除などの案内もしています。 【参考】 JASSO奨学金 掲示・案内一覧 大学独自の授業料免除 学生支援課 経済支援係 gakusei.keizai@ynu.ac.jp TEL：045-339-3113（授業料免除） 045-339-3112（JASSO奨学金） 学生支援課 学生支援係 gakusei.gakusei@ynu.ac.jp TEL：045-339-3190（学生寮） 学生センター窓口時間　平日8：30～12:45/13:45～17：00 (担当：学生支援課)
2022,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】薬剤吸入動作をモニタリングし正誤判定するデバイスを開発 喘息 、COPD治療における服薬指導に貢献 神奈川県立産業技術総合研究所（KISTEC）の高野俊也研究員および下野誠通グループリーダー（横浜国立大学 大学院工学研究院 准教授）、慶應義塾大学医学部内科学教室（呼吸器）の正木克宜助教、慶應義塾大学病院薬剤部の中田英夫薬剤師らを中心とする研究グループは、気管支喘息や慢性閉塞性肺疾患（COPD）治療で使用する薬剤吸入器に用いる吸入動作モニタリングデバイスを開発しました。 本研究の成果は、2022年6月5日（日本時間）に国際学術誌である『IEEE/ASME Transactions on Mechatronics』のオンライン版に掲載されました。 詳しくは、詳細資料をご覧ください。 問い合わせ担当先 工学研究院　准教授　下野　誠通 メールアドレス：shimono-tomoyuki-hc ynu.ac.jp (担当：学長室)
2022,教育学部学校教員養成課程（学校教育講座）准教授または講師公募　【9/16必着】 - 横浜国立大学,職名 准教授または講師（5年任期 テニュアトラック） 所属・担当 教育学部学校教員養成課程（学校教育講座） 人数 １名 採用日 2023年4月1日 任期 ５年間。（ただしこの期間の研究・教育実績によりテニュア（任期なし）への審査を検討します。） 試用期間あり（６カ月とする） 待遇 本学規則に従います。 年俸制（国立大学法人横浜国立大学年俸制教員(A)給与規則適用） ※専門業務型裁量労働制適用の同意により、所定勤務日について1日あたり7時間45分働いたものとみなされます。 休日 土日、祝祭日、年末年始（12月29日～1月3日）、夏季休日（8月の12日から18日までの間の月曜日） 分野・専門領域 臨床心理学 担当科目 ・学部 （全学教育科目）：「心理学入門（仮）」 （専門科目）：「臨床心理学（仮）」「心理査定法A・B」「課題研究A」「卒業研究」「基礎演習」等 その他、学部において教育実地研究、教職実践演習などの教職（インターン）科目を担当していただくことがあります。 ・大学院 「福祉分野に関する理論と支援の展開」「臨床心理学特論（仮）」「心理的アセスメントに関する理論と実践Ⅰ」「心理実践実習」「教育支援デザイン」「課題研究」等 職務・研究内容 研究、担当科目授業、管理運営（委員会業務等）を行う。 選考方法 第一次選考：書類審査 第二次選考：面接審査 面接審査の日時等、詳細については書類選考通過者に後日連絡します。面接審査に伴う交通費等に係る費用は自己負担となります。面接審査は原則として本学への来校によりますが、来校が困難であると判断される場合、Zoom等オンライン会議ツールによる面接を行うことがあります。 適任者がいない場合、最終候補者を選考しない場合があります。なお、選考審査に関する問い合わせには応じられません。 応募資格・要件 （１）博士の学位を有するか、それと同等の研究業績を有する者が望ましい。 （２）公認心理師および臨床心理士と同等の資格を有する者 （３）教員養成に熱意を持ち、教育に関する社会貢献・地域貢献に意欲のある者 （４）教育領域または福祉領域において心理臨床の実務経験（非常勤可）が５年以上ある者 （５）大学（大学院・短期大学を含む）において、心理分野の教育に係る実習または演習の教授に関し３年以上の経験（非常勤可）を有する者 提出書類 （１）履歴書（指定様式、応募方法参照）	１部 （２）教育研究業績書（指定様式、応募方法参照）	１部 ※文部科学省の教職課程認定で科目の担当者として認定されたことがある場合はその旨明記してください。 （３）主要な著書または論文（別刷またはコピーでも可）　５編以内　各１部 （４）科学研究費補助金等の競争的研究費の獲得状況（様式自由） （５）これまでの研究概要と着任後の研究計画（2000字程度　様式自由） （６）これまでの教育指導に関する実績（様式自由） （７）着任後、教員養成に関わる上での抱負（2000字程度　様式自由） 応募締切 2022年9月16日 （必着） 受付終了 送付先 〒240-8501　横浜市保土ケ谷区常盤台７９−２ 横浜国立大学教育学部　学部長宛 オンライン応募の場合：edu-kobo-sinri【at】ynu.ac.jp ※上記アドレスは【at】を@に置き換えてください。 応募方法 １．（郵送の場合）封筒に「学校教育講座応募書類在中」と朱書きし、書留郵便にて送付してください。原則として提出書類は返却いたしませんが、提出書類の返送を希望する方は、返信用封筒（切手を貼付し、返送宛先を明記）または宅配便着払い伝票（返送宛先を明記）を同封してください。 （オンライン応募を希望する場合）国立情報学研究所が提供する大容量ファイル転送サービス（NII File Sender）を利用して、電子データで応募書類を提出することができます。NII File Senderによる提出を希望する方は、応募締切の一週間前までに下記の問合せ先メールアドレスに「NII File Senderによる応募書類提出希望」というメールタイトルで連絡してください。折り返しNII File Senderによる提出方法を連絡します。電子データで提出できないもの（PDFで提出できないもの）については郵送でご提出いただき、その旨をメールの本文に記載してください。（郵送による提出物の返送については上に同じ。） ２．提出書類の「履歴書」「教育研究業績書」の様式は、指定様式をダウンロードして使用してください。 ３．提出書類については、選考に係る審査にのみ利用し、本学の規則に基づき適切に管理します。 指定様式１ 履歴書（WORD) 指定様式２ 教育研究業績書（WORD) 記入例及び記入上の注意 記入例（履歴書・教育研究業績書） 雇用者（募集者） 国立大学法人横浜国立大学長 備考 地方公共団体（傘下の小・中・高等学校、特別支援学校等を含む）を退職し、引き続き本学に採用されることとなった場合、退職手当の通算は行いません。 問合せ先 横浜国立大学　教育学部　学校教育講座　採用担当 メールアドレス：edu-kobo-sinri ynu.ac.jp ・提出書類については、選考に係る審査にのみ利用し、本学の規則に基づき適切に管理します。 ・提出書類は返却いたしません。 ・本学はダイバーシティ推進宣言のもと、様々な相違を個性として尊重しています。人材の多様性を目指す視点から、女性および海外での教育・研究経験者などの積極的な応募を歓迎します。 ・受動喫煙対策あり：敷地内禁煙（常盤台キャンパスは屋外に特定屋外喫煙場所設置） その他の採用情報は、以下のページに掲載しています。
2022,理工学系（工学研究院 　海洋空間システムデザインユニット）事務補佐員公募【7/22必着】 - 横浜国立大学,"職名 事務補佐員 所属 理工学系（工学研究院 　海洋空間システムデザインユニット） 人数 1名 任期 2022年10月1日～2023年3月31日 年度ごとに契約更新の可能性有り （最長でも2024年9月30日を限度とする。） ※雇用契約の更新の有無については、期間終了30日前までに通知する。 試用期間あり（3カ月とする） 職務内容 所属教員の事務補佐業務 （講義資料管理、図書管理、書類作成、出張処理、物品購入等業務、会計管理、備品・消耗品管理、データの入力および管理、PC環境管理、電話対応、雑務全般） 勤務時間 週3日（勤務する曜日は要相談） 1日5時間（10時00分～16時00分） 週15時間 時間外勤務あり 休憩時間 12時00分～13時00分 給与 時給 1,051円～1,126円（高卒後4年未満1,051円、4年以上1,126円） 履歴(経験年数)による 待遇 昇給：無　　賞与：無　　退職手当：無　　交通費：有 雇用保険:無　　社会保険：無　　労災保険：適用 ※月の途中で採用の場合は、その月の交通費の支給はありません。 選考方法 書類選考、面接（書類選考通過者のみ、日時は追って連絡） 応募資格 ・パソコン（Word, Excel, Eメール）での業務経験があり、文書、図表作成、計算業務ができること。 ・英語の能力（Eメールのやり取り、日常会話）や、パワーポイントによるプレゼンテーション資料の作成・編集ができることが望ましい。 ・大学勤務経験があればなお良い。 提出書類 ・履歴書（写真貼付） ・職務経歴書 ・英語能力を証する書類があればその写し 応募締切 2022年7月22日 （必着） 受付終了 送付先 〒240-8501　横浜市保土ケ谷区常盤台79-5 横浜国立大学大学院工学研究院　川村恭己　宛 応募方法 履歴書に「事務補佐員希望」、および封筒に「海洋空間システムデザインユニット事務補佐員応募」と明記し、郵送してください。 雇用者（募集者） 国立大学法人横浜国立大学長 問合せ先 横浜国立大学大学院工学研究院　川村恭己 TEL: 045-339-4085 メールアドレス：kawamura-yasumi-zx ynu.ac.jp ・提出書類については、選考に係る審査にのみ利用し、本学の規則に基づき適切に管理します。 ・提出書類は返却いたしません。 ・受動喫煙対策あり：敷地内禁煙（常盤台キャンパスは屋外に特定屋外喫煙場所設置） その他の採用情報は、以下のページに掲載しています。"
2022,Financial Assistance for Accommodation Fee associated with Self-Quarantine for International Students (AY2022) - News and Information - Yokohama National University,"As of 1st March 2022, the Japanese government has relaxed border security measures　and the new entry of international students is permitted again. YNU will provide international students with the financial assistance for the accommodation fee associated with self-quarantine. Applicants must submit all required documents via SPIRAL (online application form) after arriving in Japan. Objective International students who fall under the conditions specified by the Japanese government are required to stay at a hotel arranged by the university (*university dormitories and acquaintance's homes are not allowed) and self-quarantine for the number of days specified from the day of arrival in Japan under the current Measures for Border Enforcement. Since international students are responsible for all expenses for the self-quarantine, YNU will provide the following financial assistance for them to reduce their financial burden to start their student life in Japan. Eligibility Applicants must satisfy all the following conditions from 1) to 3): 1) International students who are enrolled as Regular undergraduate or graduate students, Research students (kenkyusei) , Exchange Students (JOY Program, Japanese Language and Japanese Culture Program etc.）. 2) Those who entered Japan with a newly issued visa on or after 1st March 2022. 3) Those who entered Japan by the procedures specified by the university. (Use of JTB’s AMARYS web system is mandatory, except for MEXT students.) In principle, the following students are NOT eligible. - Students who have received financial assistance for accommodation fee associated with self-quarantine by the Japanese Government (Monbukagakusho: MEXT), foreign governments or other institutions such as JICA or World Bank. - Fellows of the Japan Society for the Promotion of Science. - Accredited auditors (kamokuto rishusei) and auditors (chokosei) Amount of Financial Assistance 10,000 yen per night (up to a maximum of 50,000 yen). * This financial assistance will only be provided if the student stays in a hotel arranged by the university for self-quarantine. It will not be provided if the student stays in accommodation facilities secured by the quarantine station or at home such as a private apartment. * This financial assistance is not provided for cancellations of hotels arranged by the university, except in cases where a change in the classification of countries/regions results in the cancellation. In this case, please contact to International Students Section. *This financial assistance is One-time only in AY2022. Number of Recipients Around 50 How to Apply Please fill out the online application form（SPIRAL）and upload the necessary documents as soon as they are ready. [Required documents] - Copies of receipts for accommodation expenses - Copies of bankbook (the page with your account information) - Copies (both sides) of residence card [Application Deadline] 5:00 pm, Tuesday, January 31, 2023 ●Application Form(SPRAL) Payment The financial assistance is to be paid by bank transfer from the month following the month in which all required documents have been submitted. Preservation of Documentary Evidence Recipients are required to keep the documents which can prove the need of financial assistance, such as the receipts for accommodation expenses, until the end of March 2023, and submit them at the request of YNU. Refund of Financial Assistance Recipients will be required to refund the full amount of the financial assistance in the following cases: 1) It becomes clear that they have violated the content of the written pledge regarding the border security measures. 2) It becomes clear that they have made a false declaration. 3）They fail to submit a copy of documentary evidence in response to a request from YNU. 4）They get disciplinary action or involved in illegal action. 5）Other than above: The need for emergency support is not recognized. Contact Information International Students Section Yokohama National University If you have any questions, please feel free to contact us at the email address. kokusai.shien@ynu.ac.jp Note: Put your Student ID in the subject line when making inquiries. Please send inquiries from your YNU email address."
2022,コロナ禍時代の学生応援寄附金 2022年度　外国人留学生の自主隔離にかかる宿泊支援金の支給について - 横浜国立大学,"2022年3月1日付で、新型コロナウイルス感染症に関する水際対策が緩和され、外国人留学生の新規入国が再度可能となりました。以下のとおり、外国人留学生の自主隔離にかかる宿泊支援金を支給しますので、該当者は渡日後すべての申請書類が揃った後に、SPIRAL（ウェブ申請システム）を通じて申請してください。 趣旨 新型コロナウイルス感染症への水際対策により、日本政府の指定する条件に該当する外国人留学生は、渡日後指定された日数を大学が手配するホテル（大学の寮や知人宅は不可）で自主隔離することを求められる。その費用はすべて自己負担となることから、新たに日本で生活を始めるうえでの経済的負担を軽減するため、支援金を給付するもの。 対象者 以下の条件をすべて満たす者。 （１）学部生、大学院生、研究生、特別聴講学生・特別研究学生（JOYプログラム、日本語・日本文化プログラム等）として本学に入学した外国人留学生 （２）2022年３月１日以降に新規査証により日本へ入国した者 （３）大学が指定する手続きで渡日していること（国費外国人留学生以外はJTBの渡日手続きWEBシステム「AMARYS」の利用に限る） 原則、以下の学生は対象としない｡ ・国費外国人留学生、外国政府派遣留学生として、あるいは、独立行政法人国際協力機構、世界銀行等のプログラム生として、水際対策にかかる宿泊費を支給された者 ・日本学術振興会特別研究員 ・科目等履修生及び聴講生 宿泊支援金の額 １泊につき10,000円（上限50,000円まで） ※自主隔離のために大学が手配するホテルに宿泊した場合のみ支援を行う。検疫所が確保する宿泊施設あるいは自宅（民間アパート）等に待機した場合は支給しない。 ※大学が手配したホテルをキャンセルした場合には支援の対象としない。ただし、赤・黄・青区分の変更により、大学が手配するホテルをキャンセルする事態が生じた場合のみ、そのキャンセル料にかかる支援を行うので別途相談すること。 ※2022年度 1回に限り支給 支援学生数 50名程度 申請について SPIRAL（ウェブ申請システム）を通じて、宿泊費の領収書等の写し、口座情報、通帳コピー、在留カードの写しを提出する。 提出書類がそろい次第、速やかに申請すること。 申請期限は 2023年1月31日（火）17時 とする。 ●SPIRAL（ウェブ申請システム） 支給について 申請書類を提出完了した月の翌月以降に、口座振り込みにより支給する。 証拠書類の保存について 本支援金の給付が認められた者は、ホテル等の宿泊にかかる領収書等の証拠書類を2023年3月末日まで手元に保存し、本学の求めに応じて提示すること。 支援金の返還について 次の各号のいずれかに該当すると認められる場合は、本支援金を全額返還すること。 （１）水際対策にかかる誓約書の内容に違反したことが明らかになったとき （２）虚偽の申告を行ったことが明らかになったとき （３）本学の求めに応じ証拠書類の提示を行わないとき （４）懲戒処分を受けたとき又は懲戒処分を受けることが明白な非違行為を行ったと認められるとき （５）その他緊急支援の必要性が認められなかったとき 本件問い合わせ先 横浜国立大学 学務・国際戦略部グローバル推進課留学生係 kokusai.shien ynu.ac.jp ※照会の際は、タイトルに学籍番号を記載すること。 問い合わせは、YNUメールアドレスを使用すること。"
2022,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】横浜国立大学とATAC、「技術インキュベーションにおける連携に関する基本協定書」を締結 国立大学法人横浜国立大学（学長 梅原 出）と、先端技術のハンズオンインキュベーションを行う株式会社先端技術共創機構（代表取締役 川上登福）は、2022年7月1日、「技術インキュベーションにおける連携に関する基本協定書」を締結しましたので、お知らせします。 詳しくは、詳細資料をご覧ください。 問い合わせ担当先 研究推進機構　産学官連携部門　副部門長　山本亮一　　TEL：045-339-4447 メールアドレス：sangaku.sangaku ynu.ac.jp (担当：学長室)
2022,社会科学系（経済学部電算室）事務補佐員公募【7/29必着】 - 横浜国立大学,"職名 事務補佐員 所属 社会科学系 人数 1名 任期 2022年10⽉1⽇〜2023年3⽉31⽇ 年度ごとに契約更新の可能性有り （最長でも2025年9月30日を限度とする。） ※雇用契約の更新の有無については、期間終了30日前までに通知する。 試用期間あり（3カ月とする） 職務内容 経済学部電算管理室に係わる事務補助 （ソフトウェア、ＰＣ及び周辺機器の管理及び取扱い説明に関すること） 国社電算室の電算業務臨時サポートを含む 勤務時間 月曜日～金曜日 10時00分〜17時00分 週5日（週30時間） 時間外勤務あり 休憩時間 12時00分〜13時00分 給与 時給 1,051円～1,126円 （高卒後4年未満1,051円、4年以上1,126円） 履歴(経験年数)による 待遇 昇給：無　　賞与：無　　退職手当：無　　交通費：有 雇用保険:有　　社会保険：有　　労災保険：適用 選考時期 後⽇通知 選考方法 書類選考の上、面接によって決定 応募資格 (1)パソコン能力(Office全般、セットアップ、Web編集等) (2)情報処理に関する資格があればなお望ましい 提出書類 ①履歴書（市販の⽤紙に写真貼付） ②職務経歴書（様式任意） ③情報処理に関する資格を有する場合はその証明書類（コピー可） ※メールアドレス（PCのアドレスが望ましい）を記載すること 応募締切 2022年7月29日 （必着） 受付終了 送付先 〒240-8501 横浜市保⼟ケ⾕区常盤台79-4 横浜国⽴⼤学社会科学系総務企画係 宛 雇用者（募集者） 国立大学法人横浜国立大学長 備考 封書・履歴書に「事務補佐員（経済電算室）希望」と明記すること。 問合せ先 社会科学系総務企画係 TEL:045-339-3605 ・提出書類については、選考に係る審査にのみ利用し、本学の規則に基づき適切に管理します。 ・提出書類は返却いたしません。 ・受動喫煙対策あり：敷地内禁煙（常盤台キャンパスは屋外に特定屋外喫煙場所設置） その他の採用情報は、以下のページに掲載しています。"
2022,理工学系事務部教務課理工学府係　事務補佐員公募【7/29必着】 - 横浜国立大学,"職名 事務補佐員 所属 理工学系事務部教務課理工学府係 人数 1名 任期 2022年10月1日～2023年3月31日 年度ごとに契約更新の可能性有り （最長でも2024年9月30日を限度とする。） ※雇用契約の更新の有無については、期間終了30日前までに通知する。 試用期間あり（3カ月とする） 職務内容 大学院に関する教務事務（学籍データ管理、教員との連絡調整・講義準備補佐、学位論文審査・修了手続業務、外国人留学生・研究生受入業務、証明書の作成・整理　等）、入試関係事務、会議資料作成、電話・メール・窓口対応（外国人留学生や海外からの英語による問合せ対応あり）、雑務　他 勤務時間 週5日（月～金曜日） 9時00分～16時00分 週30時間 時間外勤務あり 休憩時間 12時45分～13時45分 給与 時給 1,051円～1,126円（高卒後4年未満1,051円、4年以上1,126円） 履歴(経験年数)による 待遇 昇給：無　　賞与：無　　退職手当：無　　交通費：有 雇用保険:有　　社会保険：有　　労災保険：適用 ※月の途中で採用の場合は、その月の交通費の支給はありません。 選考方法 書類選考、面接（書類選考通過者のみ、日時は追って連絡） 応募資格 ・パソコン（Word、Excel、Eメール）での業務経験があり、文書作成、表計算等ができること。 ・一定の英語能力（日常会話・留学生との窓口対応、英語のEメールへの対応、英語文書類作成など）を有していること。 提出書類 ・履歴書（写真貼付） ・職務経歴書 ・英語能力についての資格を有する場合はその証明書の写し 応募締切 2022年7月29日 （必着） 受付終了 送付先 〒240-8501　横浜市保土ケ谷区常盤台79-5 横浜国立大学理工学系事務部管理課教職員係　宛 TEL:045-339-3806 応募方法 履歴書及び封筒に「理工学府係事務補佐員希望」と明記してください。 雇用者（募集者） 国立大学法人横浜国立大学長 問合せ先 横浜国立大学理工学系事務部管理課教職員係 TEL：045-339-3806 ・提出書類については、選考に係る審査にのみ利用し、本学の規則に基づき適切に管理します。 ・提出書類は返却いたしません。 ・受動喫煙対策あり：敷地内禁煙（常盤台キャンパスは屋外に特定屋外喫煙場所設置） その他の採用情報は、以下のページに掲載しています。"
2022,横浜国立大学附属図書館ビジョンを策定しました - 横浜国立大学,横浜国立大学附属図書館では、このたび「横浜国立大学附属図書館ビジョン：知を共有し、知を媒介し、知を創出するコモンズとしての世界水準の図書館」を策定し、公表いたしました。 本ビジョンは、横浜国立大学附属図書館が本学における世界水準の研究を支援し、教育・学修へと接続し、さらに地域に貢献することのできる大学図書館であるための未来像を示すとともに、その実現へ向けての指針を示すものです。 本学の教職員、学生はもちろん、内外のステークホルダーの皆様とともに本学図書館の将来像を共有することを通して、横浜国立大学の発展と地域・社会との共創のための協力関係を築くことができれば幸いです。 (担当：附属図書館)
2022,【日本記者クラブ会見】筆保弘徳台風科学技術研究センター長と坪木和久副センター長が「台風制御」を語る - 横浜国立大学,2022年7月8日(金)、 東京の日本プレスセンターにて、筆保弘徳台風科学技術研究センター長と坪木和久副センター長が記者会見を行いました。この会見は日本記者クラブからの「台風制御」に関する取材要請に基づいて開催されたもので、講演は質疑応答を含め90分間にわたり、社会の高い関心を伺わせました。（記者会見の様子は、 「公益社団法人 日本記者クラブウェブサイト」 をご覧下さい。） (担当：先端科学高等研究院)
2022,科学技術振興機構の「サイエンスポータル」にCOIサテライトYNUの「とみおかーと」の事例を紹介する動画が掲載されました - 横浜国立大学,科学技術振興機構が運営する情報サイト「サイエンスポータル」にて、COIサテライトYNU（令和4年3月31日にプログラム期間終了、サテライトリーダー：都市イノベーション研究院・有吉亮　特任准教授）の「とみおかーと」の事例(COIプログラム令和４年度加速支援採択課題)を紹介する動画が掲載されました。 関連リンク センター・オブ・イノベーション（COI）プログラム https://www.jst.go.jp/coi/ (担当：都市イノベーション研究院)
